date,maxtemp_c,maxtemp_f,mintemp_c,mintemp_f,avgtemp_c,avgtemp_f,maxwind_mph,maxwind_kph,totalprecip_mm,totalprecip_in,totalsnow_cm,avgvis_km,avgvis_miles,avghumidity,daily_will_it_rain,daily_chance_of_rain,daily_will_it_snow,daily_chance_of_snow,condition,uv
2025-02-16,7.1,44.8,3.5,38.4,5.1,41.2,14.3,23.0,0.3,0.01,0.0,10.0,6.0,79,1,100,0,0,Patchy rain possible,0.2
2025-02-15,7.1,44.7,4.9,40.8,6.1,43.0,14.8,23.8,5.2,0.2,0.0,8.0,4.0,82,1,100,0,0,Moderate rain at times,0.1
2025-02-14,6.8,44.3,5.0,41.0,5.6,42.2,19.9,32.0,4.7,0.19,0.0,6.2,3.0,89,1,100,0,0,Moderate rain at times,0.0
2025-02-13,5.7,42.3,0.7,33.3,3.6,38.5,18.6,29.9,0.0,0.0,0.0,10.0,6.0,79,0,0,0,0,Overcast,0.1
2025-02-12,6.3,43.3,1.6,34.9,3.7,38.6,11.4,18.4,0.0,0.0,0.0,9.7,6.0,81,0,0,0,0,Overcast,0.1
2025-02-11,4.9,40.7,1.5,34.6,3.1,37.5,7.4,11.9,0.0,0.0,0.0,10.0,6.0,86,0,0,0,0,Overcast,0.0
2025-02-10,4.3,39.8,2.2,36.0,3.2,37.8,16.3,26.3,2.5,0.1,0.0,8.8,5.0,95,1,100,0,0,Patchy rain possible,0.0
2025-02-09,6.1,43.0,2.5,36.6,4.2,39.6,16.8,27.0,0.5,0.02,0.0,9.7,6.0,88,1,100,0,0,Overcast,0.0
2025-02-08,4.9,40.8,2.2,36.0,3.6,38.4,13.2,21.2,0.4,0.02,0.0,8.3,5.0,96,1,100,0,0,Patchy rain possible,0.0
2025-02-07,4.0,39.2,0.6,33.2,2.6,36.8,19.5,31.3,0.3,0.01,0.0,9.3,5.0,82,1,100,0,0,Patchy rain possible,0.0
2025-02-06,7.1,44.8,-0.1,31.8,2.8,37.0,14.5,23.4,0.0,0.0,0.0,10.0,6.0,82,0,0,0,0,Sunny,0.2
2025-02-05,8.3,47.0,2.9,37.2,5.0,41.0,7.4,11.9,0.1,0.0,0.0,10.0,6.0,84,1,100,0,0,Patchy rain possible,0.1
2025-02-04,10.3,50.6,5.4,41.7,8.0,46.4,21.0,33.8,0.9,0.04,0.0,9.6,5.0,86,1,100,0,0,Moderate rain at times,0.1
2025-02-03,10.0,50.0,6.0,42.8,7.8,46.1,12.1,19.4,0.2,0.01,0.0,10.0,6.0,86,1,100,0,0,Patchy rain possible,0.1
2025-02-02,7.8,46.1,5.8,42.4,6.5,43.7,16.8,27.0,0.0,0.0,0.0,10.0,6.0,81,0,0,0,0,Overcast,0.1
2025-02-01,8.3,47.0,1.8,35.2,5.0,41.0,15.7,25.2,0.0,0.0,0.0,10.0,6.0,87,0,0,0,0,Overcast,0.1
2025-01-31,8.5,47.3,3.0,37.4,6.2,43.1,16.6,26.6,4.39,0.17,0.0,9.5,5.0,86,1,100,0,0,Patchy rain possible,0.1
2025-01-30,7.2,45.0,2.1,35.7,4.1,39.4,15.9,25.6,0.0,0.0,0.0,10.0,6.0,82,0,0,0,0,Overcast,0.1
2025-01-29,6.5,43.7,3.7,38.6,5.0,41.0,17.7,28.4,8.84,0.35,0.0,8.8,5.0,89,1,100,0,0,Moderate or heavy rain shower,0.0
2025-01-28,7.8,46.1,4.7,40.5,6.8,44.3,25.5,41.0,6.7,0.26,0.0,9.3,5.0,86,1,100,0,0,Moderate or heavy rain shower,0.0
2025-01-27,8.6,47.4,5.1,41.2,6.7,44.1,29.0,46.7,3.5,0.14,0.0,8.4,5.0,83,1,100,0,0,Moderate rain at times,0.0
2025-01-26,8.9,48.0,3.9,39.0,6.8,44.2,34.5,55.5,35.11,1.38,0.0,9.0,5.0,88,1,100,0,0,Moderate or heavy rain shower,0.0
2025-01-25,7.1,44.9,2.0,35.6,4.5,40.1,9.8,15.8,1.25,0.05,0.0,9.3,5.0,80,1,100,0,0,Overcast,0.1
2025-01-24,11.1,52.0,6.3,43.3,8.3,46.9,34.0,54.7,15.1,0.59,0.0,9.5,5.0,76,1,100,0,0,Moderate rain at times,0.0
2025-01-23,8.1,46.5,1.3,34.4,5.9,42.6,22.4,36.1,6.6,0.26,0.0,9.2,5.0,83,1,100,0,0,Moderate or heavy rain shower,0.0
2025-01-22,6.5,43.8,2.0,35.6,4.6,40.2,8.9,14.4,3.2,0.13,0.0,6.8,4.0,93,1,100,0,0,Patchy rain possible,0.0
2025-01-21,8.4,47.0,3.1,37.5,5.7,42.3,11.9,19.1,0.1,0.0,0.0,10.0,6.0,87,1,100,0,0,Overcast,0.0
2025-01-20,8.2,46.8,3.6,38.5,5.8,42.5,6.3,10.1,3.5,0.14,0.0,10.0,6.0,87,1,100,0,0,Moderate rain at times,0.0
2025-01-19,7.3,45.2,1.9,35.4,4.1,39.3,5.0,8.1,0.0,0.0,0.0,10.0,6.0,85,0,0,0,0,Partly cloudy,0.1
2025-01-18,8.3,46.9,3.0,37.4,4.6,40.4,6.5,10.4,0.0,0.0,0.0,10.0,6.0,86,0,0,0,0,Sunny,0.1
2025-01-17,8.3,46.9,3.5,38.3,6.0,42.8,9.8,15.8,0.0,0.0,0.0,10.0,6.0,87,0,0,0,0,Sunny,0.0
